id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
plague_contagion,Fertőzés,assassin,plaguebringer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,27,plaguebringer,yes,termeszet,,AOE,40,35,2.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1054,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1054
plague_cut,Pestis-vágás,assassin,plaguebringer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,plaguebringer,yes,termeszet,,TARGET,20,3,5.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1050,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1050
plague_touch,Dögvészérintés,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,TARGET,75,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:384,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:384
plague_wind,Pestis-szél,assassin,plaguebringer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,39,plaguebringer,yes,termeszet,,AOE,90,55,4.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1070,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1070
pommel_strike,Markolatütés,warrior,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,9,berserker,yes,class default / primordial,,TARGET,30,4,3,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:238,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:238
power_word_radiance,Erő Szava: Sugárzás,priest,discipline,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,25,discipline,yes,class default / primordial,,AOE,30,45,,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1331,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1331
power_word_shield,Erő Szava: Pajzs,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,8,discipline,yes,class default / primordial,,SELF,45,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1313,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1313
predator_senses,Ragadozó Érzékek,archer,beast_master,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,37,,yes,class default / primordial,,AOE,90,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:557,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:557
primal_bond,Ősi Kötelék,archer,beast_master,SPEC,yes,yes,PrimalBondSpell,dedicated,,,32,beast_master,yes,class default / primordial,,implementation-defined,120,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/PrimalBondSpell.java:23,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:551
primal_roar,Ősi Üvöltés,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,37,feral,yes,class default / primordial,,AOE,75,5,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:722,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:722
provoke,Provokálás,monk,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,15,,yes,class default / primordial,,AOE,45,3,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1220,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1220
purifying_brew,Tisztító Sör,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,30,brewmaster,yes,class default / primordial,,SELF,45,40,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1280,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1280
pyre,Máglya,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,25,devastation,yes,class default / primordial,,AOE,30,45,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1497,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1497
queens_lament,A Királynő Siráma,priest,bone_priest,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,bone_priest,yes,arnyek,,AOE,45,40,3.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1030,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1030
radiance,Sugárzás,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,19,,yes,class default / primordial,,AOE,120,6,,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:811,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:811
rage,Düh,warrior,berserker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,26,,yes,class default / primordial,,SELF,90,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:410,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:410
rain_dance,Esotanc,wizard,,BASE,yes,yes,RainDanceSpell,dedicated,,,15,,yes,class default / primordial,,implementation-defined,3600,352,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/RainDanceSpell.java:12,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:772
rain_of_fire,Tűzeső,warlock,destruction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,destruction,yes,class default / primordial,,AOE,60,55,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1411,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1411
raise_ghoul,Ghúl-szolga,death_knight,unholy,SPEC,yes,yes,SummonMinionsSpell,summon,,,30,unholy,yes,class default / primordial,,implementation-defined,180,60,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:134,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:134
raise_horde,Holtak Hada,wizard,necromancer,SPEC,yes,yes,SummonMinionsSpell,summon,,,38,necromancer,yes,class default / primordial,,implementation-defined,240,90,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:111,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:111
rampage,Tombolás,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,SELF,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:718,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:718
rapture,Elragadtatás,priest,discipline,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,SELF,120,70,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1341,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1341
reckless_swing,Vakmerő Csapás,warrior,berserker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,27,berserker,yes,class default / primordial,,TARGET,25,4,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:415,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:415
regrowth,Sarjadás,druid,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,2,restoration,yes,class default / primordial,,SELF,30,40,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:678,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:678
rejuvenate,Felfrissülés,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,34,,yes,class default / primordial,,SELF,60,50,,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:735,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:735
rejuvenation,Megfiatalítás,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,25,restoration,yes,class default / primordial,,SELF,20,35,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1553,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1553
remorseless_winter,Könyörtelen Tél,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,36,frost,yes,class default / primordial,,AOE,75,55,3,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:974,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:974
renew,Megújulás,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,6,,yes,class default / primordial,,SELF,30,30,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1315,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1315
renewing_mist,Megújító Köd,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,27,mistweaver,yes,class default / primordial,,SELF,25,35,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1597,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1597
retribution,Megtorlás,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,TARGET,45,5,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:493,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:493
reversion,Visszafordítás,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,30,preservation,yes,class default / primordial,,SELF,30,40,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1519,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1519
revival,Feltámasztás,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,mistweaver,yes,class default / primordial,,AOE,300,150,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1607,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1607
rewind,Visszatekerés,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,preservation,yes,class default / primordial,,AOE,300,150,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1527,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1527
riptide,Örvénylés,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,27,tidal,yes,class default / primordial,,SELF,20,35,,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1575,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1575
riptide_pull,Örvényrántás,wizard,elementalist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,TARGET,60,45,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:347,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:347
rising_sun_kick,Felkelő Nap Rúgás,monk,windwalker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,windwalker,yes,class default / primordial,flurry-fists,TARGET,20,3,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1239,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1239
roar,Üvöltés,warrior,berserker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,34,,yes,class default / primordial,,AOE,90,5,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:429,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:429
